
0.00	0.00
1.00	134.00
2.00	134.00
3.00	136.00
4.00	139.00
5.00	139.00
6.00	140.00
7.00	142.00
8.00	141.00
9.00	138.00
10.00	140.00
11.00	148.00
12.00	145.00
13.00	147.00
14.00	144.00
15.00	145.00
16.00	144.00
17.00	148.00
18.00	146.00
19.00	146.00
20.00	142.00
21.00	143.00
22.00	143.00
23.00	144.00
24.00	146.00
25.00	143.00
26.00	144.00
27.00	147.00
28.00	144.00
29.00	140.00
30.00	144.00
31.00	144.00
32.00	145.00
33.00	143.00
34.00	145.00
35.00	145.00
36.00	146.00
37.00	145.00
38.00	142.00
39.00	143.00
40.00	142.00
41.00	143.00
42.00	144.00
43.00	141.00
44.00	143.00
45.00	147.00
46.00	146.00
47.00	145.00
48.00	143.00
49.00	141.00
50.00	144.00
51.00	144.00
52.00	145.00
53.00	142.00
54.00	145.00
55.00	140.00
56.00	144.00
57.00	142.00
58.00	141.00
59.00	142.00
60.00	142.00
61.00	140.00
62.00	146.00
63.00	148.00
64.00	146.00
65.00	145.00
66.00	147.00
67.00	149.00
68.00	145.00
69.00	140.00
70.00	140.00
71.00	144.00
72.00	145.00
73.00	146.00
74.00	147.00
75.00	141.00
76.00	146.00
77.00	145.00
78.00	147.00
79.00	150.00
80.00	145.00
81.00	145.00
82.00	146.00
83.00	150.00
84.00	147.00
85.00	146.00
86.00	146.00
87.00	149.00
88.00	149.00
89.00	151.00
90.00	145.00
91.00	145.00
92.00	146.00
93.00	148.00
94.00	145.00
95.00	149.00
96.00	144.00
97.00	143.00
98.00	145.00
99.00	148.00
100.00	149.00
101.00	147.00
102.00	143.00
103.00	146.00
104.00	145.00
105.00	149.00
106.00	146.00
107.00	146.00
108.00	152.00
109.00	150.00
110.00	144.00
111.00	147.00
112.00	146.00
113.00	145.00
114.00	143.00
115.00	145.00
116.00	145.00
117.00	145.00
118.00	146.00
119.00	147.00
120.00	152.00
121.00	150.00
122.00	145.00
123.00	149.00
124.00	149.00
125.00	144.00
126.00	140.00
127.00	145.00
128.00	149.00
129.00	147.00
130.00	143.00
131.00	148.00
132.00	149.00
133.00	143.00
134.00	147.00
135.00	146.00
136.00	149.00
137.00	148.00
138.00	148.00
139.00	147.00
140.00	147.00
141.00	145.00
142.00	150.00
143.00	149.00
144.00	146.00
145.00	146.00
146.00	144.00
147.00	146.00
148.00	148.00
149.00	147.00
150.00	145.00
151.00	146.00
152.00	149.00
153.00	146.00
154.00	146.00
155.00	144.00
156.00	145.00
157.00	146.00
158.00	146.00
159.00	148.00
160.00	146.00
161.00	147.00
162.00	147.00
163.00	146.00
164.00	143.00
165.00	147.00
166.00	144.00
167.00	149.00
168.00	152.00
169.00	146.00
170.00	148.00
171.00	155.00
172.00	147.00
173.00	146.00
174.00	148.00
175.00	153.00
176.00	147.00
177.00	145.00
178.00	149.00
179.00	145.00
180.00	144.00
181.00	147.00
182.00	149.00
183.00	153.00
184.00	152.00
185.00	149.00
186.00	148.00
187.00	144.00
188.00	145.00
189.00	150.00
190.00	144.00
191.00	148.00
192.00	146.00
193.00	150.00
194.00	154.00
195.00	149.00
196.00	147.00
197.00	147.00
198.00	150.00
199.00	147.00
200.00	149.00
201.00	146.00
202.00	147.00
203.00	150.00
204.00	152.00
205.00	152.00
206.00	151.00
207.00	146.00
208.00	151.00
209.00	146.00
210.00	148.00
211.00	150.00
212.00	148.00
213.00	146.00
214.00	149.00
215.00	148.00
216.00	146.00
217.00	150.00
218.00	151.00
219.00	153.00
220.00	150.00
221.00	145.00
222.00	148.00
223.00	149.00
224.00	149.00
225.00	150.00
226.00	149.00
227.00	150.00
228.00	151.00
229.00	144.00
230.00	148.00
231.00	151.00
232.00	149.00
233.00	149.00
234.00	147.00
235.00	145.00
236.00	147.00
237.00	152.00
238.00	147.00
239.00	146.00
240.00	150.00
241.00	149.00
242.00	151.00
243.00	152.00
244.00	149.00
245.00	150.00
246.00	143.00
247.00	147.00
248.00	148.00
249.00	145.00
250.00	149.00
251.00	150.00
252.00	144.00
253.00	149.00
254.00	147.00
255.00	147.00
256.00	150.00
257.00	148.00
258.00	148.00
259.00	150.00
260.00	147.00
261.00	144.00
262.00	150.00
263.00	148.00
264.00	149.00
265.00	147.00
266.00	147.00
267.00	149.00
268.00	147.00
269.00	147.00
270.00	147.00
271.00	151.00
272.00	145.00
273.00	146.00
274.00	149.00
275.00	151.00
276.00	146.00
277.00	147.00
