
344.31	0.00
344.51	125.00
344.71	126.00
344.90	129.00
345.10	129.00
345.30	132.00
345.50	133.00
345.69	138.00
345.89	139.00
346.09	134.00
346.28	134.00
346.48	134.00
346.68	136.00
346.88	135.00
347.07	135.00
347.27	135.00
347.47	138.00
347.66	137.00
347.86	138.00
348.06	136.00
348.25	139.00
348.45	144.00
348.65	139.00
348.85	136.00
349.04	137.00
349.24	138.00
349.44	138.00
349.63	136.00
349.83	134.00
350.02	132.00
350.22	135.00
350.42	137.00
350.61	136.00
350.81	138.00
351.01	137.00
351.20	139.00
351.40	135.00
351.60	134.00
351.79	138.00
351.99	135.00
352.19	137.00
352.38	134.00
352.58	136.00
352.77	140.00
352.97	138.00
353.17	137.00
353.36	137.00
353.56	136.00
353.75	133.00
353.95	136.00
354.15	140.00
354.34	135.00
354.54	136.00
354.73	139.00
354.93	138.00
355.13	137.00
355.32	139.00
355.52	137.00
355.71	138.00
355.91	136.00
356.10	137.00
356.30	135.00
356.50	140.00
356.69	138.00
356.89	137.00
357.08	137.00
357.28	139.00
357.47	138.00
357.67	141.00
357.86	139.00
358.06	136.00
358.25	141.00
358.45	139.00
358.65	139.00
358.84	137.00
359.04	136.00
359.23	137.00
359.43	139.00
359.62	140.00
359.82	138.00
360.01	136.00
360.21	138.00
360.40	141.00
360.60	140.00
360.79	138.00
360.99	137.00
361.18	137.00
361.38	138.00
361.57	136.00
361.77	140.00
361.96	141.00
362.16	142.00
362.35	138.00
362.54	139.00
362.74	137.00
362.93	138.00
363.13	135.00
363.32	136.00
363.52	138.00
363.71	137.00
363.91	143.00
364.10	141.00
364.30	136.00
364.49	136.00
364.68	140.00
364.88	139.00
365.07	138.00
365.27	142.00
365.46	143.00
365.66	138.00
365.85	136.00
366.04	137.00
366.24	138.00
366.43	139.00
366.63	140.00
366.82	140.00
367.01	139.00
367.21	140.00
367.40	141.00
367.60	138.00
367.79	141.00
367.98	136.00
368.18	138.00
368.37	142.00
368.56	138.00
368.76	139.00
368.95	140.00
369.15	138.00
369.34	137.00
369.53	138.00
369.73	137.00
369.92	141.00
370.11	142.00
370.31	145.00
370.50	140.00
370.69	140.00
370.89	143.00
371.08	140.00
